year,title,authors,source_url,chapters_found
2023,Chapter 4 Posthumanism and Disaster,,https://doi.org/10.1515/9781474499644-007,1
2023,Chapter 3 Desire and Disaster,,https://doi.org/10.1515/9781474499644-006,1
2023,‘One of the most difficult but important tasks of our time’,,https://doi.org/10.1515/9781399515498-004,1
2023,Prelude,,https://doi.org/10.1515/9781474499644-003,1
2023,<i>Illegibility,Michael Holland,https://doi.org/10.1093/fs/knac225,1
2023,Wherefore An-Other Communism,"Alex Obrigewitsch, None None",https://doi.org/10.5840/symposium20232719,1
2023,Writing as techne and Modern Technology,,https://doi.org/10.1515/9781399515498-017,1
2023,A Turning,,https://doi.org/10.1515/9781399515498-014,1
2023,‘Why Poets?’,,https://doi.org/10.1515/9781399515498-012,1
2023,‘The double state of the word’,,https://doi.org/10.1515/9781399515498-007,1
2022,Georges Bataille (1897-1962) and Maurice Blanchot (1907-),R. Brandon Kershner,https://doi.org/10.1515/9780748672554-023,1
2022,2. Dream and Writing in Blanchot,,https://doi.org/10.1515/9780823293124-004,1
2022,Appendix. Blanchot in The International Review,,https://doi.org/10.1515/9780823292004-011,1
2022,On Sade’s Sovereign Excess,Michael Krimper,https://doi.org/10.3366/jobs.2022.0362,1
2022,Nine. On Parole,,https://doi.org/10.1515/9780823291878-013,1
2022,B Effects,Laurent Milesi,https://doi.org/10.3366/para.2022.0394,1
2022,6 By the Board,,https://doi.org/10.1515/9780823290901-010,1
2022,Chapter 2 Literature and Death,,https://doi.org/10.1515/9781474497282-004,1
2022,4 The Unbearable Lightness of Being,,https://doi.org/10.1515/9781474497527-006,1
2022,Maurice Blanchot,Sam Ferguson,https://doi.org/10.3366/nfs.2022.0346,1
2022,Literature and Death,Patrick O'Connor,https://doi.org/10.3366/edinburgh/9781474497268.003.0003,1
2022,1. The Passion of Time,,https://doi.org/10.1515/9780823291861-004,1
2022,8 Lacoue-Labarthe between Derrida and Blanchot,,https://doi.org/10.1515/9780823292349-009,1
2022,Sade and the Sovereign Man,Maurice Blanchot,https://doi.org/10.3366/jobs.2022.0356,1
2022,7. The Unerasable Difference,,https://doi.org/10.1515/9780823291861-010,1
2022,The Unbearable Lightness of Being,Zoë Roth,https://doi.org/10.3366/edinburgh/9781474497503.003.0005,1
2022,"Political Writings, 1953-1993",Maurice Blanchot,https://doi.org/10.1515/9780823292387,1
2021,Third Person And Fourth Person,Joshua Schuster,https://doi.org/10.3366/edinburgh/9781474480338.003.0009,1
2021,Into Disaster,Maurice Blanchot,https://doi.org/10.1515/9780823291854,1
2021,Blanchot in Infinite Conversation(s) with Beckett,None Ionescu,https://doi.org/10.2979/jmodelite.44.3.06,1
2021,Blanchot i Pessoa na ścieżkach indyferencji (wyzwania tożsamościowe − retrospekcja indyferencji),"None None, Piotr Orlik",https://doi.org/10.14746/amup.9788323239413,1
2021,<i>Noir and Blanchot,Calum Watt,https://doi.org/10.1093/fs/knaa249,1
2021,8. Third Person and Fourth Person,Joshua Schuster,https://doi.org/10.1515/9781474480369-010,1
2021,<i>Blanchot politique,John McKeane,https://doi.org/10.1093/fs/knab111,1
2021,Desperate Clarity,Maurice Blanchot,https://doi.org/10.1515/9780823291380,1
2021,"In a Case of Death Involving Steroids, Hair Testing is More Informative than Blood or Urine Testing","Pascal Kintz, Laurie Gheddar, Adeline Blanchot, Alice Ameline, Jean-Sébastien Raul",https://doi.org/10.1093/jat/bkab048,1
2021,Impersonality of Kim Soo-young’s Poetry and Translation —Through Comparison with Mallarmé and Blanchot,Seungree Yun,https://doi.org/10.21720/complit85.09,1
2020,chapter 54. A First Homage,,https://doi.org/10.1515/9780823281787-056,1
2020,2. The Obscurities of Artistic Innovation,,https://doi.org/10.1515/9780823269310-005,1
2020,chapter 15. On the Transformation of Convictions,,https://doi.org/10.1515/9780823281787-017,1
2020,chapter 56. The Far Side of Fear,,https://doi.org/10.1515/9780823281787-058,1
2020,chapter 16. From Revolution to Literature,,https://doi.org/10.1515/9780823281787-018,1
2020,Contents (3 chapters),,https://doi.org/10.1515/9780823269310-toc,3
2020,6. The Shell and the Mask,,https://doi.org/10.1515/9780823254712-009,1
2020,chapter 13. Patriotism’s Breaking Point,,https://doi.org/10.1515/9780823281787-015,1
2020,chapter 55. Between Two Forms of the Unavowable,,https://doi.org/10.1515/9780823281787-057,1
2020,chapter 58. Friendship in Disaster,,https://doi.org/10.1515/9780823281787-060,1
2020,chapter 50. Invisible Partners,,https://doi.org/10.1515/9780823281787-052,1
2020,"Maurice Blanchot,
            <i>Thomas L’Obscur</i>
            , Chapter I",John McKeane,https://doi.org/10.1093/frebul/ktz014,1
2020,chapter 51. Characters in Thought,,https://doi.org/10.1515/9780823281787-053,1
2020,chapter 42. The Critical Detour,,https://doi.org/10.1515/9780823281787-044,1
2020,chapter 27. The Prisoner of the Eyes That Capture Him,,https://doi.org/10.1515/9780823281787-029,1
2020,6 Atheism and Freedom After the Death of God,,https://doi.org/10.1515/9780804774246-011,1
2020,6. The Language-Like Quality of the Artwork,,https://doi.org/10.1515/9780823269310-009,1
2020,"chapter 41. Are You Writing, Are You Writing Even Now?",,https://doi.org/10.1515/9780823281787-043,1
2020,"6. Resisting, Responding",,https://doi.org/10.7591/9781501738869-007,1
2020,chapter 53. The Thought of the Neuter,,https://doi.org/10.1515/9780823281787-055,1
2020,Ending and Unending Agony,Philippe Lacoue-Labarthe,https://doi.org/10.1515/9780823264605,1
2020,chapter 57. Life Outside,,https://doi.org/10.1515/9780823281787-059,1
2020,chapter 14. These Events Happened to Me in 1937,,https://doi.org/10.1515/9780823281787-016,1
2020,2. The Ecstasy of Judgment,,https://doi.org/10.1515/9780823254712-005,1
2020,chapter 52. Act in Such a Way That I Can Speak to You,,https://doi.org/10.1515/9780823281787-054,1
2020,5. Pointed Instants,,https://doi.org/10.1515/9780823254712-008,1
2020,"Sara Guyer and Brian McGrath, series editors",,https://doi.org/10.1515/9780823264605-009,1
2020,chapter 47. In the Gaze of Fascination,,https://doi.org/10.1515/9780823281787-049,1
2020,chapter 20. Using Vichy against Vichy,,https://doi.org/10.1515/9780823281787-022,1
2020,Index (2 chapters),,https://doi.org/10.1515/9780823269310-016,2
2020,chapter 21. Admiration and Agreement,,https://doi.org/10.1515/9780823281787-023,1
2020,Index of Names,,https://doi.org/10.1515/9780823264605-008,1
2020,chapter 22. In the Name of the Other,,https://doi.org/10.1515/9780823281787-024,1
2020,chapter 23. A True Writer Has Appeared,,https://doi.org/10.1515/9780823281787-025,1
2020,"chapter 46. Grace, Strength, Gentleness",,https://doi.org/10.1515/9780823281787-048,1
2020,chapter 24. Lift This Fog Which Is Already of the Dawn,,https://doi.org/10.1515/9780823281787-026,1
2020,chapter 25. Writers Who Have Given Too Much to the Present,,https://doi.org/10.1515/9780823281787-027,1
2020,Introduction (3 chapters),"Aristide Bianchi, Leonid Kharlamov",https://doi.org/10.1515/9780823264605-002,3
2020,3. Tyranny of the Possible,,https://doi.org/10.1515/9780823270088-004,1
2020,chapter 26. From Anguish to Language,,https://doi.org/10.1515/9780823281787-028,1
2020,chapter 45. Of an Amazing Lightness,,https://doi.org/10.1515/9780823281787-047,1
2020,chapter 43. The Author in Reverse,,https://doi.org/10.1515/9780823281787-045,1
2020,List of Abbreviations,,https://doi.org/10.1515/9780823254712-001,1
2020,chapter 2. Music and Family Memory,,https://doi.org/10.1515/9780823281787-004,1
2020,chapter 17. Murderous Omens of Times to Come,,https://doi.org/10.1515/9780823281787-019,1
2020,4. An Image of Thought in Thomas l’Obscur,,https://doi.org/10.1515/9780823269310-007,1
2020,chapter 5. A Flash in the Darkness,,https://doi.org/10.1515/9780823281787-007,1
2020,Frontmatter (4 chapters),,https://doi.org/10.1515/9780823281787-fm,4
2020,chapter 6. There Is,,https://doi.org/10.1515/9780823281787-008,1
2020,chapter 49. Note That I Say “Right” and Not “Duty”,,https://doi.org/10.1515/9780823281787-051,1
2020,5. Indifferent Reading in Aminadab,,https://doi.org/10.1515/9780823269310-008,1
2020,3. Dead Transcendence,,https://doi.org/10.1515/9780823269310-006,1
2020,"chapter 18. Night Freely Recircled, Which Plays Us",,https://doi.org/10.1515/9780823281787-020,1
2020,5. In Lieu of a Last Word,,https://doi.org/10.1515/9780823254231-007,1
2020,4. The Absent Author,,https://doi.org/10.1515/9780804782838-006,1
2020,4. Degradation of the Sublime,,https://doi.org/10.1515/9780823254712-007,1
2020,"chapter 48. Refusal, II",,https://doi.org/10.1515/9780823281787-050,1
2020,I. “The Secret Miracle” (20 July?),,https://doi.org/10.1515/9780823264605-004,1
2020,II. Ending and Unending Agony (22 September?),,https://doi.org/10.1515/9780823264605-005,1
2020,chapter 19. The Universe Is to Be Found in Night,,https://doi.org/10.1515/9780823281787-021,1
2020,3. Embodied Violence and the Leap from the Law,,https://doi.org/10.1515/9780823254712-006,1
2020,chapter 59. The Last Book,,https://doi.org/10.1515/9780823281787-061,1
2020,chapter 60. Forming the Myth,,https://doi.org/10.1515/9780823281787-062,1
2020,Conclusion. Speech Unredeemed,,https://doi.org/10.1515/9780823254712-013,1
2020,"books by maurice blanchot, with translations into english",,https://doi.org/10.1515/9780823281787-069,1
2020,chapter 31. The Black Stain,,https://doi.org/10.1515/9780823281787-033,1
2020,Notes (3 chapters),,https://doi.org/10.1515/9780823269310-014,3
2020,"chapter 10. Journalist, Opponent of Hitler, National- Revolutionary",,https://doi.org/10.1515/9780823281787-012,1
2020,The Name God in Blanchot,,https://doi.org/10.1515/9780823237579-009,1
2020,translator’s note,,https://doi.org/10.1515/9780823281787-001,1
2020,preface,,https://doi.org/10.1515/9780823281787-002,1
2020,chapter 30. Respecting Scandal,,https://doi.org/10.1515/9780823281787-032,1
2020,chapter 3. The Fedora of Death,,https://doi.org/10.1515/9780823281787-005,1
2020,chapter 29. The Year of Criticism,,https://doi.org/10.1515/9780823281787-031,1
2020,Bibliographical Note,,https://doi.org/10.1515/9780823264605-007,1
2020,chapter 11. The Escalation of Rhetoric,,https://doi.org/10.1515/9780823281787-013,1
2020,Bibliography (2 chapters),,https://doi.org/10.1515/9780823269310-015,2
2020,chapter 39. The Essential Solitude,,https://doi.org/10.1515/9780823281787-041,1
2020,Blanchot and Lautréamont,William S. Allen,https://doi.org/10.1215/10418385-8241923,1
2020,Translator’s Note,,https://doi.org/10.1515/9780823264605-001,1
2020,chapter 1. Blanchot of Quain,,https://doi.org/10.1515/9780823281787-003,1
2020,Toward an Aesthetics of Obscurity,Jonas Rosenbrück,https://doi.org/10.1215/00104124-7909994,1
2020,9. The Negativity of Thinking through Language,,https://doi.org/10.1515/9780823269310-012,1
2020,chapter 32. The Passion of Silence,,https://doi.org/10.1515/9780823281787-034,1
2020,Poétique de Blanchot,Kyouhyun PARK,https://doi.org/10.18824/ellf.121.03,1
2020,Abbreviations,,https://doi.org/10.1515/9780823269310-001,1
2020,chapter 33. The Mediterranean Sojourn,,https://doi.org/10.1515/9780823281787-035,1
2020,chapter 34. Something Infl exible,,https://doi.org/10.1515/9780823281787-036,1
2020,Acknowledgments,,https://doi.org/10.1515/9780823269310-002,1
2020,1. Autonomous Literature,,https://doi.org/10.1515/9780823269310-004,1
2020,1. Kafka’s Teeth,,https://doi.org/10.1515/9780823254712-004,1
2020,Aesthetics of Negativity,William S. Allen,https://doi.org/10.1515/9780823269310,1
2020,chapter 35. The Turn of the Screw,,https://doi.org/10.1515/9780823281787-037,1
2020,Prologue,,https://doi.org/10.1515/9780823264605-003,1
2020,Amor,,https://doi.org/10.1515/9780823281787-066,1
2020,acknowledgments,,https://doi.org/10.1515/9780823281787-067,1
2020,chapter 36. The Authority of Friendship,,https://doi.org/10.1515/9780823281787-038,1
2020,chapter 38. Invisible Partner,,https://doi.org/10.1515/9780823281787-040,1
2020,Appendix,,https://doi.org/10.1515/9780823269310-013,1
2020,notes,,https://doi.org/10.1515/9780823281787-068,1
2020,Blanchot / Bataille,,https://doi.org/10.2307/j.ctv3029rqm.8,1
2020,8. Echo Location,,https://doi.org/10.1515/9780823269310-011,1
2020,"9. Company, But Not Enough",,https://doi.org/10.1515/9780823254712-012,1
2020,chpater 37. Quarrels in the Literary World,,https://doi.org/10.1515/9780823281787-039,1
2020,chapter 28. The Disenchantment of the Community,,https://doi.org/10.1515/9780823281787-030,1
2020,"chapter 9. Refusal, I",,https://doi.org/10.1515/9780823281787-011,1
2020,8. Beckett’s Voices and the Paradox of Expression,,https://doi.org/10.1515/9780823254712-011,1
2020,chapter 12. Terrorism as a Method of Public Safety,,https://doi.org/10.1515/9780823281787-014,1
2020,chapter 8. “Mahatma Gandhi”,,https://doi.org/10.1515/9780823281787-010,1
2020,chapter 7. Aligning One’s Convictions,,https://doi.org/10.1515/9780823281787-009,1
2020,chapter 63. Even a Few Steps Take Time,,https://doi.org/10.1515/9780823281787-065,1
2020,Chapter Three. The Task of the Doppelgänger,,https://doi.org/10.1515/9780823238392-006,1
2020,chapter 40. The Radiance of a Blind Power,,https://doi.org/10.1515/9780823281787-042,1
2020,Preface,,https://doi.org/10.1515/9780823254712-002,1
2020,chapter 62. With This Break in History Stuck in One’s Throat,,https://doi.org/10.1515/9780823281787-064,1
2020,chapter 61. Making the Secret Uncomfortable,,https://doi.org/10.1515/9780823281787-063,1
2020,7. The Possibility of Speculative Writing,,https://doi.org/10.1515/9780823269310-010,1
2020,7. The Dead Look,,https://doi.org/10.1515/9780823254712-010,1
2020,contents,,https://doi.org/10.1515/9780823281787-toc,1
2020,chapter 44. Always Already (The Poetic and Political Interruption of Thought),,https://doi.org/10.1515/9780823281787-046,1
2020,Calum Watt (2017)<i>Blanchot and the Moving Image,Corey P. Cribb,https://doi.org/10.3366/film.2020.0130,1
2020,CHAPTER 8. Humanism’s Cry,Laurens ten Kate,https://doi.org/10.1515/9780823255580-010,1
2020,CHAPTER 7. The Name God in Blanchot,Jean-Luc Nancy,https://doi.org/10.1515/9780823255580-009,1
2020,index,,https://doi.org/10.1515/9780823281787-070,1
2020,chapter 4. The Walking Stick with the Silver Pommel,,https://doi.org/10.1515/9780823281787-006,1
2019,Encounter Two,Jan Bryant,https://doi.org/10.3366/edinburgh/9781474456944.003.0007,1
2019,5. The Radiant Suspensions of Julien Gracq and Maurice Blanchot,,https://doi.org/10.7591/9781501729607-006,1
2019,"Levinas, Blanchot, and Art",Kevin Hart,https://doi.org/10.1093/oxfordhb/9780190455934.013.3,1
2019,5. Maurice Blanchot,,https://doi.org/10.1515/9780691192109-011,1
2019,3. Waiting Maurice Blanchot (1907–2003),,https://doi.org/10.12987/9780300231427-005,1
2019,3. Two Mirrors Facing,,https://doi.org/10.7591/9781501725814-004,1
2019,<i>Nous sommes tous la pègre,Zoe Angelis,https://doi.org/10.1093/fs/kny234,1
2019,6. Maurice Blanchot,,https://doi.org/10.7591/9781501731648-009,1
2019,6 Encounter Two,,https://doi.org/10.1515/9781474456968-011,1
2019,Maurice Blanchot (2 chapters),"Christophe Bident, John McKeane",https://doi.org/10.1515/9780823281787,2
2018,On the Transformation of Convictions,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0015,1
2018,“Mahatma Gandhi”,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0008,1
2018,Using Vichy against Vichy,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0020,1
2018,Note That I Say “Right” and Not “Duty”,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0049,1
2018,Life Outside,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0057,1
2018,Lift This Fog Which Is Already of the Dawn,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0024,1
2018,11. The Intoxicated Conversation,"Daniel Rosenberg Nutters, Daniel T. O’Hara",https://doi.org/10.7312/ghos18738-011,1
2018,Making the Secret Uncomfortable,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0061,1
2018,Writers Who Have Given Too Much to the Present,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0025,1
2018,"Refusal, I",Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0009,1
2018,Murderous Omens of Times to Come,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0017,1
2018,"""‘L’indicible’ et ‘le recit’ - autour de L’Arre?t de mort de Maurice Blanchot""",Jaejung KOH,https://doi.org/10.18824/ellf.116.01,1
2018,Of an Amazing Lightness,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0045,1
2018,Patriotism’s Breaking Point,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0013,1
2018,Music and Family Memory,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0002,1
2018,Quarrels in the Literary World,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0037,1
2018,Maurice Blanchot (3 chapters),Adam Potts,https://doi.org/10.1093/obo/9780190221911-0061,3
2018,"Night Freely Recircled, Which Plays Us",Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0018,1
2018,The Walking Stick with the Silver Pommel,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0004,1
2018,"Refusal, II",Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0048,1
2018,A First Homage,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0054,1
2018,<i>Blanchot and the Moving Image,Michael Holland,https://doi.org/10.1093/fs/kny207,1
2018,Blanchot of Quain,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0001,1
2018,The Fedora of Death,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0003,1
2018,Blanchot and the Possibility of Philosophy,Helena Costa de Carvalho,https://doi.org/10.5840/wcp23201839830,1
2018,Blanchot,Wojciech Kalaga,https://doi.org/10.18318/td.2018.4.19,1
2018,The Last Book,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0059,1
2018,Between Two Forms of the Unavowable,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0055,1
2018,The Mediterranean Sojourn,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0033,1
2018,The Passion of Silence,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0032,1
2018,<i>The Writing of Terrorism,Leslie Hill,https://doi.org/10.1093/fs/knx249,1
2018,"Are You Writing, Are You Writing Even Now?",Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0041,1
2018,The Prisoner of the Eyes That Capture Him,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0027,1
2018,The Radiance of a Blind Power,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0040,1
2018,Respecting Scandal,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0030,1
2018,A Flash in the Darkness,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0005,1
2018,Always Already (The Poetic and Political Interruption of Thought),Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0044,1
2018,Aligning One’s Convictions,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0007,1
2018,A True Writer Has Appeared,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0023,1
2018,The Thought of the Neuter,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0053,1
2018,The Turn of the Screw,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0035,1
2018,Admiration and Agreement,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0021,1
2018,Act in Such a Way That I Can Speak to You,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0052,1
2018,These Events Happened to Me in 1937,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0014,1
2018,There Is,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0006,1
2018,The Universe Is to Be Found in Night,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0019,1
2018,The same but different,"Baptiste Le Bourg, Yves Letourneur, Daniela Bănaru, Jean Blanchot, Cristèle Chevalier, Gérard Mou-Tham, Benoit Lebreton, Marc Pagano",https://doi.org/10.1017/s0025315417001370,1
2018,The Far Side of Fear,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0056,1
2018,The Essential Solitude,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0039,1
2018,The Escalation of Rhetoric,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0011,1
2018,French Thought between Liberalism and Fascism,Adrian May,https://doi.org/10.3828/liverpool/9781786940438.003.0002,1
2018,"Journalist, Opponent of Hitler, National-Revolutionary",Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0010,1
2018,Invisible Partners,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0050,1
2018,Invisible Partner,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0038,1
2018,In the Name of the Other,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0022,1
2018,In the Gaze of Fascination,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0047,1
2018,With This Break in History Stuck in One’s Throat,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0062,1
2018,"Grace, Strength, Gentleness",Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0046,1
2018,Something Inflexible,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0034,1
2018,From Revolution to Literature,Christophe Bident,https://doi.org/10.5422/fordham/9780823281763.003.0016,1
